52,244	33,99	282,33	311,182
85,174	137,33	389,93	343,240
108,318	33,185	242,33	326,165
186,39	337,49	350,309	196,305
41,229	33,79	291,33	305,190
44,182	58,41	315,33	310,180
152,120	269,33	449,218	334,315
158,117	280,33	453,223	333,319
74,175	117,33	374,77	336,225
316,141	424,246	266,453	150,350
114,158	191,33	429,141	353,277
178,83	317,33	434,264	293,323
90,301	33,165	255,33	323,172
92,299	33,166	252,33	322,165
61,259	33,115	276,33	315,179
181,321	33,291	53,33	208,56
235,313	86,323	33,76	186,51
56,249	33,102	281,33	314,182
111,320	33,205	220,33	315,149
123,334	33,220	212,33	315,150
108,318	33,195	236,33	321,157
178,89	318,33	446,261	301,325
111,325	33,201	228,33	318,157
103,312	33,184	242,33	322,160
183,53	327,33	398,283	248,312
187,47	335,33	393,285	240,309
182,54	329,33	392,282	246,312
124,334	33,214	218,33	320,153
109,156	187,33	423,139	349,272
344,319	234,422	33,260	141,147
324,151	415,264	231,451	132,337
110,321	33,198	231,33	320,156
307,189	291,335	33,341	40,189
217,305	68,307	33,47	189,40
225,312	79,322	33,69	180,49
228,312	81,323	33,70	182,50
206,299	57,294	33,37	187,33
305,333	165,391	33,172	173,100
72,275	33,131	274,33	321,180
275,326	133,364	33,130	176,79
71,276	33,129	270,33	320,182
134,131	236,33	440,190	340,302
315,141	421,246	261,449	147,347
319,145	416,256	249,450	140,343
161,109	280,33	447,228	326,318
37,221	33,77	289,33	302,184
188,45	333,33	378,287	232,308
51,244	33,97	284,33	311,184
178,76	317,33	424,271	281,322
346,281	271,404	33,303	105,168
235,75	374,119	328,375	181,336
235,75	371,120	322,373	179,336
183,33	327,34	366,284	216,298
189,45	332,33	385,289	233,307
33,202	37,58	294,33	299,185
185,59	333,33	412,281	259,315
35,205	37,56	296,33	300,183
242,82	380,129	323,383	181,341
85,173	136,33	391,92	343,240
202,53	348,77	341,334	189,320
127,148	219,33	441,172	350,294
187,37	332,42	357,305	202,303
188,45	336,59	344,316	191,311
326,224	291,368	33,341	62,189
283,330	141,373	33,139	179,84
301,124	422,216	291,437	163,352
330,158	418,278	221,453	129,333
169,93	302,33	433,256	302,325
304,189	307,338	47,372	39,218
86,289	33,150	271,33	327,175
188,40	335,51	351,306	198,306
130,145	229,33	443,173	349,296
126,147	218,33	440,165	351,290
238,314	94,328	33,77	184,53
345,307	247,413	33,270	128,151
341,310	241,417	33,264	129,149
71,178	111,33	362,68	334,220
77,176	121,33	380,82	338,231
159,114	285,33	447,231	326,322
203,53	352,76	340,334	186,319
216,65	353,98	326,358	180,329
314,199	291,344	33,341	47,187
304,183	293,329	33,338	38,189
301,183	300,326	40,357	36,207
211,302	61,300	33,43	189,36
128,337	33,225	201,33	309,141
308,133	421,230	277,447	155,351
156,345	33,266	145,33	276,107
318,142	424,245	268,458	152,350
326,181	359,327	120,415	74,270
330,176	385,312	154,439	93,297
326,181	362,322	122,420	76,273
262,94	391,156	305,402	170,345
99,169	165,33	411,123	347,263
65,177	101,33	359,62	329,213
96,165	159,33	403,115	347,255
332,171	395,304	175,442	103,308
155,118	277,33	452,217	334,316
285,328	145,373	33,143	174,86
137,343	33,233	199,33	311,140
49,234	33,92	286,33	310,180
182,51	324,33	394,282	243,311
178,88	319,33	440,261	295,326
180,75	327,33	428,270	277,322
251,316	98,338	33,86	190,59
207,298	56,293	33,36	190,33
232,72	373,116	332,373	180,333
321,215	288,352	33,325	59,183
195,295	49,292	33,33	188,38
318,323	208,403	33,213	140,127
