32,96	16,42	149,16	149,65
97,31	149,47	99,171	60,142
70,159	16,130	91,16	131,53
126,138	73,167	16,42	69,30
158,114	127,166	16,92	52,55
130,137	78,169	16,47	66,33
146,125	108,166	16,74	60,46
124,49	167,86	76,180	46,137
44,68	74,16	184,94	145,130
72,159	16,137	76,16	118,49
70,156	16,141	55,16	101,41
84,141	29,149	16,16	66,21
105,136	47,157	16,24	70,22
101,34	153,52	99,173	58,144
32,72	49,16	175,65	147,108
45,121	16,70	139,16	151,68
31,98	16,41	148,16	148,66
155,82	146,140	16,110	37,62
122,47	166,83	76,180	48,140
112,42	166,71	93,182	53,144
156,116	127,164	16,88	54,53
96,31	151,48	105,172	60,145
109,36	162,62	94,180	56,145
116,44	165,75	84,181	50,143
125,49	168,83	77,181	49,141
114,42	165,70	93,183	54,147
147,129	105,171	16,72	60,45
113,135	62,158	16,34	66,26
95,137	35,150	16,16	69,18
143,132	102,170	16,67	60,43
103,34	157,55	99,174	57,142
107,38	157,61	95,178	55,144
105,35	156,58	94,176	55,143
128,53	167,92	67,178	42,134
125,51	164,85	72,176	46,139
155,81	146,139	16,110	36,63
140,66	148,123	16,134	22,83
154,87	145,142	16,110	38,64
160,107	136,161	16,99	49,59
137,59	167,111	47,173	32,122
137,66	151,124	16,148	17,95
154,120	122,168	16,86	55,51
148,127	109,170	16,73	58,45
146,127	107,169	16,73	61,44
155,109	132,160	16,101	49,59
37,70	56,16	178,69	145,114
18,76	21,16	157,33	140,84
35,69	57,16	174,76	145,117
17,75	20,16	155,34	140,82
149,126	111,170	16,77	58,46
69,159	16,133	84,16	122,50
71,157	16,143	58,16	102,43
69,157	16,142	60,16	105,42
59,148	16,114	102,16	133,57
69,154	16,144	45,16	90,38
94,29	149,45	103,172	61,146
64,153	16,129	88,16	122,48
127,137	74,167	16,45	69,30
158,112	131,161	16,90	53,54
67,18	122,16	115,149	68,136
42,65	71,16	179,91	143,125
66,29	125,16	141,150	92,146
115,42	162,68	93,180	57,145
31,67	48,16	171,61	145,105
39,119	16,68	137,16	146,68
34,100	16,50	143,16	145,64
38,112	16,60	142,16	147,66
32,98	16,45	148,16	147,66
105,137	49,156	16,24	68,22
131,137	76,166	16,42	70,29
138,62	162,115	33,163	26,111
105,136	49,155	16,26	67,22
88,27	146,41	109,170	62,146
106,39	154,60	94,176	56,144
104,34	159,58	100,179	58,146
116,42	164,69	92,183	55,147
126,50	170,88	73,183	44,138
138,65	151,122	16,138	20,89
59,40	113,16	162,142	111,149
143,66	150,127	16,135	22,81
57,148	16,106	117,16	143,62
138,63	159,119	27,157	24,105
131,131	88,164	16,54	64,34
88,26	145,38	108,169	62,145
49,60	87,16	183,110	139,140
105,38	157,60	95,178	58,143
116,42	164,70	87,180	51,141
130,53	168,96	62,176	40,131
50,59	89,16	183,111	139,139
159,91	144,147	16,110	42,64
148,67	148,125	16,122	29,70
141,68	149,122	16,130	23,79
144,67	147,124	16,121	27,71
147,65	152,122	16,126	26,75
108,137	55,159	16,27	69,23
65,157	16,129	88,16	125,54
62,155	16,123	98,16	131,57
143,67	148,120	16,126	26,78
16,74	16,16	150,20	137,72
66,23	123,16	129,151	82,143
70,17	128,19	114,151	65,135
36,70	61,16	181,81	147,122
120,45	164,79	81,181	51,141
44,62	75,16	182,95	144,128
118,45	165,77	84,183	51,145
81,144	25,152	16,16	67,23
104,137	46,155	16,22	71,21
145,66	151,125	16,130	25,78
46,127	16,78	137,16	152,66
25,81	16,27	148,16	143,65
113,136	62,157	16,32	69,24
87,142	30,151	16,16	67,21
125,48	173,84	81,184	48,144
153,121	121,167	16,84	56,52
153,73	151,131	16,115	31,66
160,91	144,148	16,104	44,58
147,68	153,127	16,132	25,79
159,82	148,141	16,110	38,61
66,28	124,16	144,149	93,147
34,70	56,16	178,73	148,115
33,69	49,16	171,64	143,104
27,71	39,16	167,51	142,97
32,71	50,16	175,70	146,110
21,73	28,16	159,40	139,88
158,84	148,143	16,110	39,63
138,62	164,115	37,168	27,116
131,130	89,162	16,53	61,36
106,36	155,59	94,176	56,144
132,55	170,97	62,181	39,135
136,59	169,108	49,173	35,123
123,47	167,83	76,179	47,139
123,46	170,82	81,184	48,144
129,52	167,94	67,178	41,133
122,47	166,81	80,181	48,139
42,119	16,72	135,16	146,62
141,133	96,173	16,64	65,40
139,63	163,116	36,163	28,111
133,139	83,170	16,53	66,36
143,133	99,172	16,67	65,42
138,131	95,167	16,61	64,40
115,41	168,68	94,183	54,147
107,39	159,65	92,178	54,145
56,52	103,16	177,128	128,148
44,124	16,76	135,16	149,63
136,65	146,117	16,133	19,83
33,71	52,16	175,67	145,111
135,65	152,121	20,150	20,100
40,65	67,16	181,86	143,123
38,112	16,60	141,16	147,66
44,64	75,16	184,94	144,129
29,69	41,16	170,52	145,97
20,73	21,16	154,31	139,81
32,74	49,16	178,66	148,112
17,68	16,16	147,20	136,69
29,69	40,16	168,56	144,98
30,97	16,42	146,16	147,66
65,21	123,16	125,149	72,140
18,73	16,16	151,19	138,69
68,157	16,136	72,16	115,46
34,72	55,16	178,73	148,115
32,66	47,16	172,63	144,105
43,66	73,16	182,92	145,129
38,65	61,16	180,81	148,116
46,63	77,16	182,97	142,131
66,21	125,16	126,151	74,140
73,159	16,146	57,16	102,41
155,118	123,168	16,86	56,51
135,64	149,118	18,147	18,96
42,121	16,70	137,16	150,65
39,110	16,60	143,16	149,67
42,121	16,71	136,16	148,65
39,111	16,60	143,16	149,64
34,70	54,16	176,70	146,113
37,69	59,16	178,77	145,117
64,38	117,16	156,141	105,148
22,80	16,25	148,16	141,69
21,72	26,16	156,39	139,85
29,73	46,16	171,59	144,104
128,52	170,93	70,182	45,136
134,66	148,119	17,145	19,95
116,43	166,74	86,182	52,144
123,46	170,82	81,183	47,140
119,43	166,77	83,180	50,141
31,72	52,16	176,67	145,111
28,71	44,16	173,60	146,105
21,77	16,22	148,16	140,66
54,142	16,97	120,16	143,63
23,69	27,16	158,36	138,82
24,70	31,16	162,37	143,84
83,137	29,146	16,16	65,21
32,71	49,16	174,67	148,108
72,152	16,149	31,16	79,31
36,70	58,16	180,78	147,118
36,68	56,16	179,72	148,113
155,99	138,149	16,98	44,57
97,30	151,48	102,172	60,145
122,48	167,79	83,181	52,142
29,93	16,37	148,16	147,67
59,149	16,111	110,16	139,59
71,159	16,144	57,16	103,42
54,55	97,16	183,123	136,147
56,51	101,16	174,128	127,146
49,63	83,16	183,99	142,135
77,141	25,148	16,16	66,24
130,138	77,167	16,45	70,31
129,139	77,169	16,47	69,32
134,132	86,166	16,51	66,33
114,135	64,157	16,34	66,26
157,94	140,146	16,102	45,61
74,147	16,149	18,16	69,27
157,82	148,140	16,111	38,61
157,101	138,151	16,98	45,58
23,83	16,23	153,16	145,68
27,70	39,16	166,50	143,96
21,72	29,16	159,40	139,89
73,157	16,149	46,16	92,36
71,150	16,150	23,16	73,31
73,155	16,144	51,16	98,38
26,87	16,27	150,16	146,67
63,152	16,118	100,16	133,56
31,74	47,16	176,62	148,108
32,63	47,16	170,64	143,102
50,61	88,16	184,115	139,142
136,64	152,122	16,147	18,95
156,117	125,167	16,86	56,51
50,135	16,88	129,16	148,63
19,75	22,16	156,33	141,82
155,96	139,148	16,102	43,59
31,72	52,16	175,70	147,112
37,67	61,16	178,76	144,117
36,69	60,16	179,77	146,118
34,68	53,16	175,70	146,111
67,17	126,16	116,153	67,137
136,65	153,122	19,152	20,98
61,39	112,16	163,142	112,151
61,41	113,16	164,141	115,151
19,75	16,16	153,21	140,71
68,18	123,18	113,149	64,134
36,103	16,50	147,16	148,67
40,117	16,69	135,16	146,66
146,67	150,125	16,128	26,75
16,73	17,16	151,25	137,74
31,100	16,43	148,16	147,69
62,41	111,16	163,136	113,148
21,71	27,16	157,36	137,82
51,58	88,16	179,111	138,138
155,89	143,146	16,110	39,64
116,44	164,73	87,181	51,142
119,45	166,77	81,180	50,141
67,25	123,16	138,147	85,143
37,67	62,16	178,80	147,117
135,61	159,112	33,162	25,113
123,49	167,87	74,181	45,138
128,52	171,92	70,182	43,137
74,149	16,148	27,16	76,28
18,70	16,16	149,19	138,66
111,39	162,66	94,179	57,144
138,62	162,115	34,163	27,112
134,57	172,106	57,180	37,130
19,74	24,16	156,37	139,84
22,70	30,16	159,38	139,87
26,69	39,16	166,48	142,93
30,72	45,16	174,60	148,105
155,115	127,165	16,89	54,53
101,35	153,54	99,175	58,145
91,137	35,148	16,16	67,20
75,156	16,151	34,16	85,35
108,131	59,152	16,30	65,25
102,135	46,151	16,20	67,20
46,61	82,16	183,106	142,136
93,30	149,45	106,171	60,145
85,139	30,148	16,16	66,21
72,159	16,150	46,16	93,39
64,153	16,134	73,16	112,46
98,135	42,150	16,19	67,18
75,143	18,147	16,16	66,25
48,61	82,16	186,103	143,136
129,52	166,94	66,180	42,135
122,49	165,83	74,180	45,137
119,47	165,80	81,183	50,141
137,58	171,105	53,175	37,126
23,72	29,16	160,40	141,89
24,72	33,16	165,47	143,94
159,111	133,163	16,91	53,54
24,73	32,16	166,43	143,92
94,134	40,148	16,16	67,19
62,151	16,119	99,16	132,54
77,151	16,152	23,16	75,29
93,137	35,149	16,16	68,19
108,136	52,158	16,26	69,23
93,130	41,144	16,16	63,16
32,101	16,47	145,16	147,66
142,124	108,162	16,71	53,46
75,142	20,147	16,16	65,24
69,156	16,141	56,16	98,41
66,32	122,16	150,148	98,148
97,134	41,147	16,18	68,17
115,137	63,160	16,35	64,26
124,136	74,165	16,44	63,31
144,129	105,169	16,66	60,43
153,70	150,126	16,111	31,65
48,59	86,16	182,111	143,138
42,68	73,16	184,94	146,130
30,95	16,40	145,16	146,66
129,138	79,168	16,48	65,34
157,113	130,163	16,88	52,54
146,131	102,171	16,69	60,43
137,65	155,120	22,151	21,101
48,59	84,16	182,109	142,138
156,118	126,166	16,83	52,53
151,68	151,128	16,117	30,68
126,52	168,92	69,180	43,138
118,44	166,77	82,184	50,145
113,41	164,70	91,184	55,146
117,44	163,76	82,180	48,142
39,66	64,16	179,84	144,122
140,67	148,122	16,131	22,81
144,128	103,167	16,67	58,43
155,88	143,143	16,107	39,61
104,36	156,57	101,174	59,145
77,21	130,26	108,158	64,141
119,44	166,77	80,180	50,140
153,120	124,167	16,88	53,54
62,42	111,16	163,138	114,147
105,39	155,60	97,177	56,146
68,154	16,132	73,16	113,46
31,95	16,45	141,16	143,65
17,73	17,16	152,26	138,75
21,75	16,16	151,18	142,68
23,76	16,21	150,16	141,68
71,144	17,147	16,16	63,25
39,66	63,16	179,83	147,118
116,42	165,73	90,180	55,144
127,48	167,84	74,178	47,138
131,54	163,94	55,170	39,128
43,63	71,16	178,91	142,124
75,150	16,148	28,16	78,29
72,158	16,143	57,16	101,41
68,153	16,128	84,16	122,48
119,44	165,75	86,180	52,141
97,33	148,47	101,171	60,144
115,43	164,73	88,180	53,143
109,40	152,62	88,173	53,143
115,42	164,70	90,184	55,147
54,52	93,16	176,115	135,137
117,42	167,74	88,181	54,146
128,48	169,86	73,179	47,137
33,68	49,16	171,64	143,105
58,47	106,16	174,132	122,148
66,20	118,16	120,146	72,137
67,33	119,16	153,141	103,143
62,44	107,16	171,131	123,144
52,56	91,16	179,116	135,140
44,61	66,16	181,89	145,119
146,127	108,168	16,72	57,45
146,127	107,165	16,68	61,42
62,44	112,16	171,133	123,145
20,77	16,17	147,16	140,67
27,71	36,16	165,50	145,94
44,63	73,16	178,92	143,127
59,147	16,112	107,16	136,56
50,59	85,16	181,105	140,133
27,68	42,16	166,51	143,99
133,59	164,104	50,171	35,124
151,120	118,167	16,83	58,50
30,72	40,16	164,52	142,99
48,60	82,16	178,101	138,133
39,64	62,16	175,78	145,114
21,72	25,16	155,29	141,77
25,72	34,16	162,46	142,92
18,62	21,16	154,30	137,70
45,61	74,16	180,96	141,130
129,52	169,91	71,181	46,139
44,63	77,16	183,97	146,130
25,83	16,29	150,16	143,66
33,102	16,47	146,16	148,68
69,18	124,16	118,147	69,134
141,130	100,167	16,63	61,41
75,151	16,149	27,16	78,32
143,67	150,125	16,131	24,80
32,99	16,46	144,16	146,67
47,127	16,81	129,16	146,65
63,153	16,123	94,16	127,52
29,66	42,16	167,60	143,99
74,20	132,24	112,157	64,139
50,134	16,91	123,16	142,61
